orderID,employeeID,orderDate,freight,customerCompany,contactTitle,customerCity,customerCountry,employeeName,title,reportsTo,supplierCompany,productName,quantityPerUnit,orderUnitPrice,discontinued,categoryName,quantity,discount,days_to_ship
10344,4,01-11-2013,23.29,White Clover Markets,Owner,Seattle,USA,Margaret Peacock,Sales Representative,8,United Package,Northwoods Cranberry Sauce,12 - 12 oz jars,32,0,Condiments,70,0.25,4
10345,2,04-11-2013,249.06,QUICK-Stop,Accounting Manager,Cunewalde,Germany,Andrew Fuller,Vice President Sales,,United Package,Northwoods Cranberry Sauce,12 - 12 oz jars,32,0,Condiments,70,0,7
10345,2,04-11-2013,249.06,QUICK-Stop,Accounting Manager,Cunewalde,Germany,Andrew Fuller,Vice President Sales,,United Package,Teatime Chocolate Biscuits,10 boxes x 12 pieces,7.3,0,Confections,80,0,7
10345,2,04-11-2013,249.06,QUICK-Stop,Accounting Manager,Cunewalde,Germany,Andrew Fuller,Vice President Sales,,United Package,Singaporean Hokkien Fried Mee,32 - 1 kg pkgs.,11.2,1,Grains & Cereals,9,0,7
10346,3,05-11-2013,142.08,Rattlesnake Canyon Grocery,Assistant Sales Representative,Albuquerque,USA,Janet Leverling,Sales Representative,8,Federal Shipping,Alice Mutton,20 - 1 kg tins,31.2,1,Meat & Poultry,36,0.1,3
10346,3,05-11-2013,142.08,Rattlesnake Canyon Grocery,Assistant Sales Representative,Albuquerque,USA,Janet Leverling,Sales Representative,8,Federal Shipping,Gnocchi di nonna Alice,24 - 250 g pkgs.,30.4,0,Grains & Cereals,20,0,3
10347,4,06-11-2013,3.1,Familia Arquibaldo,Marketing Assistant,Sao Paulo,Brazil,Margaret Peacock,Sales Representative,8,Federal Shipping,NuNuCa Nuß-Nougat-Creme,20 - 450 g glasses,11.2,0,Confections,10,0,2
10347,4,06-11-2013,3.1,Familia Arquibaldo,Marketing Assistant,Sao Paulo,Brazil,Margaret Peacock,Sales Representative,8,Federal Shipping,Chartreuse verte,750 cc per bottle,14.4,0,Beverages,50,0.15,2
10347,4,06-11-2013,3.1,Familia Arquibaldo,Marketing Assistant,Sao Paulo,Brazil,Margaret Peacock,Sales Representative,8,Federal Shipping,Boston Crab Meat,24 - 4 oz tins,14.7,0,Seafood,4,0,2
10347,4,06-11-2013,3.1,Familia Arquibaldo,Marketing Assistant,Sao Paulo,Brazil,Margaret Peacock,Sales Representative,8,Federal Shipping,Rhönbräu Klosterbier,24 - 0.5 l bottles,6.2,0,Beverages,6,0.15,2
10348,4,07-11-2013,0.78,Die Wandernde Kuh,Sales Representative,Stuttgart,Germany,Margaret Peacock,Sales Representative,8,United Package,Chai,10 boxes x 20 bags,14.4,0,Beverages,15,0.15,8
10348,4,07-11-2013,0.78,Die Wandernde Kuh,Sales Representative,Stuttgart,Germany,Margaret Peacock,Sales Representative,8,United Package,Tunnbröd,12 - 250 g pkgs.,7.2,0,Grains & Cereals,25,0,8
10349,7,08-11-2013,8.63,Split Rail Beer & Ale,Sales Manager,Lander,USA,Robert King,Sales Representative,5,Speedy Express,Tourtière,16 pies,5.9,0,Meat & Poultry,24,0,7
10350,6,11-11-2013,64.19,La maison d'Asie,Sales Manager,Toulouse,France,Michael Suyama,Sales Representative,5,United Package,Valkoinen suklaa,12 - 100 g bars,13,0,Confections,15,0.1,22
10350,6,11-11-2013,64.19,La maison d'Asie,Sales Manager,Toulouse,France,Michael Suyama,Sales Representative,5,United Package,Gudbrandsdalsost,10 kg pkg.,28.8,0,Dairy Products,18,0.1,22
10351,1,11-11-2013,162.33,Ernst Handel,Sales Manager,Graz,Austria,Nancy Davolio,Sales Representative,8,Speedy Express,Côte de Blaye,12 - 75 cl bottles,210.8,0,Beverages,20,0.05,9
10351,1,11-11-2013,162.33,Ernst Handel,Sales Manager,Graz,Austria,Nancy Davolio,Sales Representative,8,Speedy Express,Jack's New England Clam Chowder,12 - 12 oz cans,7.7,0,Seafood,13,0,9
10351,1,11-11-2013,162.33,Ernst Handel,Sales Manager,Graz,Austria,Nancy Davolio,Sales Representative,8,Speedy Express,Gula Malacca,20 - 2 kg bags,15.5,0,Condiments,77,0.05,9
10351,1,11-11-2013,162.33,Ernst Handel,Sales Manager,Graz,Austria,Nancy Davolio,Sales Representative,8,Speedy Express,Louisiana Fiery Hot Pepper Sauce,32 - 8 oz bottles,16.8,0,Condiments,10,0.05,9
10352,3,12-11-2013,1.3,Furia Bacalhau e Frutos do Mar,Sales Manager,Lisboa,Portugal,Janet Leverling,Sales Representative,8,Federal Shipping,Guarana Fantastica,12 - 355 ml cans,3.6,1,Beverages,10,0,6
10352,3,12-11-2013,1.3,Furia Bacalhau e Frutos do Mar,Sales Manager,Lisboa,Portugal,Janet Leverling,Sales Representative,8,Federal Shipping,Tourtière,16 pies,5.9,0,Meat & Poultry,20,0.15,6
10353,7,13-11-2013,360.63,Piccolo und mehr,Sales Manager,Salzburg,Austria,Robert King,Sales Representative,5,Federal Shipping,Queso Cabrales,1 kg pkg.,16.8,0,Dairy Products,12,0.2,12
10353,7,13-11-2013,360.63,Piccolo und mehr,Sales Manager,Salzburg,Austria,Robert King,Sales Representative,5,Federal Shipping,Côte de Blaye,12 - 75 cl bottles,210.8,0,Beverages,50,0.2,12
10354,8,14-11-2013,53.8,Pericles Comidas clásicas,Sales Representative,Mexico City,Mexico,Laura Callahan,Sales Manager,2,Federal Shipping,Chai,10 boxes x 20 bags,14.4,0,Beverages,12,0,6
10354,8,14-11-2013,53.8,Pericles Comidas clásicas,Sales Representative,Mexico City,Mexico,Laura Callahan,Sales Manager,2,Federal Shipping,Thüringer Rostbratwurst,50 bags x 30 sausgs.,99,1,Meat & Poultry,4,0,6
10355,6,15-11-2013,41.95,Around the Horn,Sales Representative,London,UK,Michael Suyama,Sales Representative,5,Speedy Express,Guarana Fantastica,12 - 355 ml cans,3.6,1,Beverages,25,0,5
10355,6,15-11-2013,41.95,Around the Horn,Sales Representative,London,UK,Michael Suyama,Sales Representative,5,Speedy Express,Ravioli Angelo,24 - 250 g pkgs.,15.6,0,Grains & Cereals,25,0,5
10356,6,18-11-2013,36.71,Die Wandernde Kuh,Sales Representative,Stuttgart,Germany,Michael Suyama,Sales Representative,5,United Package,Gorgonzola Telino,12 - 100 g pkgs,10,0,Dairy Products,30,0,9
10356,6,18-11-2013,36.71,Die Wandernde Kuh,Sales Representative,Stuttgart,Germany,Michael Suyama,Sales Representative,5,United Package,Pâté chinois,24 boxes x 2 pies,19.2,0,Meat & Poultry,12,0,9
10356,6,18-11-2013,36.71,Die Wandernde Kuh,Sales Representative,Stuttgart,Germany,Michael Suyama,Sales Representative,5,United Package,Gudbrandsdalsost,10 kg pkg.,28.8,0,Dairy Products,20,0,9
10357,1,19-11-2013,34.88,LILA-Supermercado,Accounting Manager,Barquisimeto,Venezuela,Nancy Davolio,Sales Representative,8,Federal Shipping,Ikura,12 - 200 ml jars,24.8,0,Seafood,30,0.2,13
10357,1,19-11-2013,34.88,LILA-Supermercado,Accounting Manager,Barquisimeto,Venezuela,Nancy Davolio,Sales Representative,8,Federal Shipping,Gumbär Gummibärchen,100 - 250 g bags,24.9,0,Confections,16,0,13
10357,1,19-11-2013,34.88,LILA-Supermercado,Accounting Manager,Barquisimeto,Venezuela,Nancy Davolio,Sales Representative,8,Federal Shipping,Camembert Pierrot,15 - 300 g rounds,27.2,0,Dairy Products,8,0.2,13
10358,5,20-11-2013,19.64,La maison d'Asie,Sales Manager,Toulouse,France,Steven Buchanan,Sales Manager,2,Speedy Express,Guarana Fantastica,12 - 355 ml cans,3.6,1,Beverages,10,0.05,7
10358,5,20-11-2013,19.64,La maison d'Asie,Sales Manager,Toulouse,France,Steven Buchanan,Sales Manager,2,Speedy Express,Sasquatch Ale,24 - 12 oz bottles,11.2,0,Beverages,10,0.05,7
10358,5,20-11-2013,19.64,La maison d'Asie,Sales Manager,Toulouse,France,Steven Buchanan,Sales Manager,2,Speedy Express,Inlagd Sill,24 - 250 g  jars,15.2,0,Seafood,20,0.05,7
10359,5,21-11-2013,288.43,Seven Seas Imports,Sales Manager,London,UK,Steven Buchanan,Sales Manager,2,Federal Shipping,Pavlova,32 - 500 g boxes,13.9,0,Confections,56,0.05,5
10359,5,21-11-2013,288.43,Seven Seas Imports,Sales Manager,London,UK,Steven Buchanan,Sales Manager,2,Federal Shipping,Gorgonzola Telino,12 - 100 g pkgs,10,0,Dairy Products,70,0.05,5
10359,5,21-11-2013,288.43,Seven Seas Imports,Sales Manager,London,UK,Steven Buchanan,Sales Manager,2,Federal Shipping,Camembert Pierrot,15 - 300 g rounds,27.2,0,Dairy Products,80,0.05,5
10360,4,22-11-2013,131.7,Blondesddsl père et fils,Marketing Manager,Strasbourg,France,Margaret Peacock,Sales Representative,8,Federal Shipping,Rössle Sauerkraut,25 - 825 g cans,36.4,1,Produce,30,0,10
10360,4,22-11-2013,131.7,Blondesddsl père et fils,Marketing Manager,Strasbourg,France,Margaret Peacock,Sales Representative,8,Federal Shipping,Thüringer Rostbratwurst,50 bags x 30 sausgs.,99,1,Meat & Poultry,35,0,10
10360,4,22-11-2013,131.7,Blondesddsl père et fils,Marketing Manager,Strasbourg,France,Margaret Peacock,Sales Representative,8,Federal Shipping,Côte de Blaye,12 - 75 cl bottles,210.8,0,Beverages,10,0,10
10360,4,22-11-2013,131.7,Blondesddsl père et fils,Marketing Manager,Strasbourg,France,Margaret Peacock,Sales Representative,8,Federal Shipping,Maxilaku,24 - 50 g pkgs.,16,0,Confections,35,0,10
10360,4,22-11-2013,131.7,Blondesddsl père et fils,Marketing Manager,Strasbourg,France,Margaret Peacock,Sales Representative,8,Federal Shipping,Tourtière,16 pies,5.9,0,Meat & Poultry,28,0,10
10361,1,22-11-2013,183.17,QUICK-Stop,Accounting Manager,Cunewalde,Germany,Nancy Davolio,Sales Representative,8,United Package,Chartreuse verte,750 cc per bottle,14.4,0,Beverages,54,0.1,11
10361,1,22-11-2013,183.17,QUICK-Stop,Accounting Manager,Cunewalde,Germany,Nancy Davolio,Sales Representative,8,United Package,Camembert Pierrot,15 - 300 g rounds,27.2,0,Dairy Products,55,0.1,11
10362,3,25-11-2013,96.04,Bon app',Owner,Marseille,France,Janet Leverling,Sales Representative,8,Speedy Express,NuNuCa Nuß-Nougat-Creme,20 - 450 g glasses,11.2,0,Confections,50,0,3
10362,3,25-11-2013,96.04,Bon app',Owner,Marseille,France,Janet Leverling,Sales Representative,8,Speedy Express,Manjimup Dried Apples,50 - 300 g pkgs.,42.4,0,Produce,20,0,3
10362,3,25-11-2013,96.04,Bon app',Owner,Marseille,France,Janet Leverling,Sales Representative,8,Speedy Express,Tourtière,16 pies,5.9,0,Meat & Poultry,24,0,3
10363,4,26-11-2013,30.54,Drachenblut Delikatessen,Order Administrator,Aachen,Germany,Margaret Peacock,Sales Representative,8,Federal Shipping,Gorgonzola Telino,12 - 100 g pkgs,10,0,Dairy Products,20,0,8
10363,4,26-11-2013,30.54,Drachenblut Delikatessen,Order Administrator,Aachen,Germany,Margaret Peacock,Sales Representative,8,Federal Shipping,Rhönbräu Klosterbier,24 - 0.5 l bottles,6.2,0,Beverages,12,0,8
10363,4,26-11-2013,30.54,Drachenblut Delikatessen,Order Administrator,Aachen,Germany,Margaret Peacock,Sales Representative,8,Federal Shipping,Lakkaliköri,500 ml,14.4,0,Beverages,12,0,8
10364,1,26-11-2013,71.97,Eastern Connection,Sales Agent,London,UK,Nancy Davolio,Sales Representative,8,Speedy Express,Gudbrandsdalsost,10 kg pkg.,28.8,0,Dairy Products,30,0,8
10364,1,26-11-2013,71.97,Eastern Connection,Sales Agent,London,UK,Nancy Davolio,Sales Representative,8,Speedy Express,Flotemysost,10 - 500 g pkgs.,17.2,0,Dairy Products,5,0,8
10365,3,27-11-2013,22,Antonio Moreno Taquería,Owner,Mexico City,Mexico,Janet Leverling,Sales Representative,8,United Package,Queso Cabrales,1 kg pkg.,16.8,0,Dairy Products,24,0,5
10366,8,28-11-2013,10.14,Galería del gastrónomo,Marketing Manager,Barcelona,Spain,Laura Callahan,Sales Manager,2,United Package,Louisiana Fiery Hot Pepper Sauce,32 - 8 oz bottles,16.8,0,Condiments,5,0,32
10366,8,28-11-2013,10.14,Galería del gastrónomo,Marketing Manager,Barcelona,Spain,Laura Callahan,Sales Manager,2,United Package,Original Frankfurter Grüne Soße,12 boxes,10.4,0,Condiments,5,0,32
10367,7,28-11-2013,13.55,Vaffeljernet,Sales Manager,Århus,Denmark,Robert King,Sales Representative,5,Federal Shipping,Sasquatch Ale,24 - 12 oz bottles,11.2,0,Beverages,36,0,4
10367,7,28-11-2013,13.55,Vaffeljernet,Sales Manager,Århus,Denmark,Robert King,Sales Representative,5,Federal Shipping,Tourtière,16 pies,5.9,0,Meat & Poultry,18,0,4
10367,7,28-11-2013,13.55,Vaffeljernet,Sales Manager,Århus,Denmark,Robert King,Sales Representative,5,Federal Shipping,Louisiana Fiery Hot Pepper Sauce,32 - 8 oz bottles,16.8,0,Condiments,15,0,4
10367,7,28-11-2013,13.55,Vaffeljernet,Sales Manager,Århus,Denmark,Robert King,Sales Representative,5,Federal Shipping,Original Frankfurter Grüne Soße,12 boxes,10.4,0,Condiments,7,0,4
10368,2,29-11-2013,101.95,Ernst Handel,Sales Manager,Graz,Austria,Andrew Fuller,Vice President Sales,,United Package,Sir Rodney's Scones,24 pkgs. x 4 pieces,8,0,Confections,5,0.1,3
10368,2,29-11-2013,101.95,Ernst Handel,Sales Manager,Graz,Austria,Andrew Fuller,Vice President Sales,,United Package,Rössle Sauerkraut,25 - 825 g cans,36.4,1,Produce,13,0.1,3
10368,2,29-11-2013,101.95,Ernst Handel,Sales Manager,Graz,Austria,Andrew Fuller,Vice President Sales,,United Package,Ravioli Angelo,24 - 250 g pkgs.,15.6,0,Grains & Cereals,25,0,3
10368,2,29-11-2013,101.95,Ernst Handel,Sales Manager,Graz,Austria,Andrew Fuller,Vice President Sales,,United Package,Wimmers gute Semmelknödel,20 bags x 4 pieces,26.6,0,Grains & Cereals,35,0.1,3
10369,8,02-12-2013,195.68,Split Rail Beer & Ale,Sales Manager,Lander,USA,Laura Callahan,Sales Manager,2,United Package,Thüringer Rostbratwurst,50 bags x 30 sausgs.,99,1,Meat & Poultry,20,0,7
10369,8,02-12-2013,195.68,Split Rail Beer & Ale,Sales Manager,Lander,USA,Laura Callahan,Sales Manager,2,United Package,Gnocchi di nonna Alice,24 - 250 g pkgs.,30.4,0,Grains & Cereals,18,0.25,7
10370,6,03-12-2013,1.17,Chop-suey Chinese,Owner,Bern,Switzerland,Michael Suyama,Sales Representative,5,United Package,Chai,10 boxes x 20 bags,14.4,0,Beverages,15,0.15,24
10370,6,03-12-2013,1.17,Chop-suey Chinese,Owner,Bern,Switzerland,Michael Suyama,Sales Representative,5,United Package,Wimmers gute Semmelknödel,20 bags x 4 pieces,26.6,0,Grains & Cereals,30,0,24
10370,6,03-12-2013,1.17,Chop-suey Chinese,Owner,Bern,Switzerland,Michael Suyama,Sales Representative,5,United Package,Longlife Tofu,5 kg pkg.,8,0,Produce,20,0.15,24
10371,1,03-12-2013,0.45,La maison d'Asie,Sales Manager,Toulouse,France,Nancy Davolio,Sales Representative,8,Speedy Express,Inlagd Sill,24 - 250 g  jars,15.2,0,Seafood,6,0.2,21
10372,5,04-12-2013,890.78,Queen Cozinha,Marketing Assistant,Sao Paulo,Brazil,Steven Buchanan,Sales Manager,2,United Package,Sir Rodney's Marmalade,30 gift boxes,64.8,0,Confections,12,0.25,5
10372,5,04-12-2013,890.78,Queen Cozinha,Marketing Assistant,Sao Paulo,Brazil,Steven Buchanan,Sales Manager,2,United Package,Côte de Blaye,12 - 75 cl bottles,210.8,0,Beverages,40,0.25,5
10372,5,04-12-2013,890.78,Queen Cozinha,Marketing Assistant,Sao Paulo,Brazil,Steven Buchanan,Sales Manager,2,United Package,Camembert Pierrot,15 - 300 g rounds,27.2,0,Dairy Products,70,0.25,5
10372,5,04-12-2013,890.78,Queen Cozinha,Marketing Assistant,Sao Paulo,Brazil,Steven Buchanan,Sales Manager,2,United Package,Mozzarella di Giovanni,24 - 200 g pkgs.,27.8,0,Dairy Products,42,0.25,5
10373,4,05-12-2013,124.12,Hungry Owl All-Night Grocers,Sales Associate,Cork,Ireland,Margaret Peacock,Sales Representative,8,Federal Shipping,Escargots de Bourgogne,24 pieces,10.6,0,Seafood,80,0.2,6
10373,4,05-12-2013,124.12,Hungry Owl All-Night Grocers,Sales Associate,Cork,Ireland,Margaret Peacock,Sales Representative,8,Federal Shipping,Flotemysost,10 - 500 g pkgs.,17.2,0,Dairy Products,50,0.2,6
10374,1,05-12-2013,3.94,Wolski  Zajazd,Owner,Warszawa,Poland,Nancy Davolio,Sales Representative,8,Federal Shipping,Gorgonzola Telino,12 - 100 g pkgs,10,0,Dairy Products,30,0,4
10374,1,05-12-2013,3.94,Wolski  Zajazd,Owner,Warszawa,Poland,Nancy Davolio,Sales Representative,8,Federal Shipping,Escargots de Bourgogne,24 pieces,10.6,0,Seafood,15,0,4
10375,3,06-12-2013,20.12,Hungry Coyote Import Store,Sales Representative,Elgin,USA,Janet Leverling,Sales Representative,8,United Package,Tofu,40 - 100 g pkgs.,18.6,0,Produce,15,0,3
10375,3,06-12-2013,20.12,Hungry Coyote Import Store,Sales Representative,Elgin,USA,Janet Leverling,Sales Representative,8,United Package,Tourtière,16 pies,5.9,0,Meat & Poultry,10,0,3
10376,1,09-12-2013,20.39,Mère Paillarde,Marketing Assistant,Montréal,Canada,Nancy Davolio,Sales Representative,8,United Package,Gorgonzola Telino,12 - 100 g pkgs,10,0,Dairy Products,42,0.05,4
10377,1,09-12-2013,22.21,Seven Seas Imports,Sales Manager,London,UK,Nancy Davolio,Sales Representative,8,Federal Shipping,Rössle Sauerkraut,25 - 825 g cans,36.4,1,Produce,20,0.15,4
10377,1,09-12-2013,22.21,Seven Seas Imports,Sales Manager,London,UK,Nancy Davolio,Sales Representative,8,Federal Shipping,Chartreuse verte,750 cc per bottle,14.4,0,Beverages,20,0.15,4
10378,5,10-12-2013,5.44,Folk och fä HB,Owner,Bräcke,Sweden,Steven Buchanan,Sales Manager,2,Federal Shipping,Flotemysost,10 - 500 g pkgs.,17.2,0,Dairy Products,6,0,9
10379,2,11-12-2013,45.03,Que Delícia,Accounting Manager,Rio de Janeiro,Brazil,Andrew Fuller,Vice President Sales,,Speedy Express,Jack's New England Clam Chowder,12 - 12 oz cans,7.7,0,Seafood,8,0.1,2
10379,2,11-12-2013,45.03,Que Delícia,Accounting Manager,Rio de Janeiro,Brazil,Andrew Fuller,Vice President Sales,,Speedy Express,Vegie-spread,15 - 625 g jars,35.1,0,Condiments,16,0.1,2
10379,2,11-12-2013,45.03,Que Delícia,Accounting Manager,Rio de Janeiro,Brazil,Andrew Fuller,Vice President Sales,,Speedy Express,Louisiana Fiery Hot Pepper Sauce,32 - 8 oz bottles,16.8,0,Condiments,20,0.1,2
10380,8,12-12-2013,35.03,Hungry Owl All-Night Grocers,Sales Associate,Cork,Ireland,Laura Callahan,Sales Manager,2,Federal Shipping,Nord-Ost Matjeshering,10 - 200 g glasses,20.7,0,Seafood,18,0.1,35
10380,8,12-12-2013,35.03,Hungry Owl All-Night Grocers,Sales Associate,Cork,Ireland,Laura Callahan,Sales Manager,2,Federal Shipping,Perth Pasties,48 pieces,26.2,1,Meat & Poultry,20,0.1,35
10380,8,12-12-2013,35.03,Hungry Owl All-Night Grocers,Sales Associate,Cork,Ireland,Laura Callahan,Sales Manager,2,Federal Shipping,Camembert Pierrot,15 - 300 g rounds,27.2,0,Dairy Products,6,0.1,35
10380,8,12-12-2013,35.03,Hungry Owl All-Night Grocers,Sales Associate,Cork,Ireland,Laura Callahan,Sales Manager,2,Federal Shipping,Outback Lager,24 - 355 ml bottles,12,0,Beverages,30,0,35
10381,3,12-12-2013,7.99,LILA-Supermercado,Accounting Manager,Barquisimeto,Venezuela,Janet Leverling,Sales Representative,8,Federal Shipping,Longlife Tofu,5 kg pkg.,8,0,Produce,14,0,1
10382,4,13-12-2013,94.77,Ernst Handel,Sales Manager,Graz,Austria,Margaret Peacock,Sales Representative,8,Speedy Express,Chef Anton's Gumbo Mix,36 boxes,17,1,Condiments,32,0,3
10382,4,13-12-2013,94.77,Ernst Handel,Sales Manager,Graz,Austria,Margaret Peacock,Sales Representative,8,Speedy Express,Carnarvon Tigers,16 kg pkg.,50,0,Seafood,9,0,3
10382,4,13-12-2013,94.77,Ernst Handel,Sales Manager,Graz,Austria,Margaret Peacock,Sales Representative,8,Speedy Express,Thüringer Rostbratwurst,50 bags x 30 sausgs.,99,1,Meat & Poultry,14,0,3
10382,4,13-12-2013,94.77,Ernst Handel,Sales Manager,Graz,Austria,Margaret Peacock,Sales Representative,8,Speedy Express,Geitost,500 g,2,0,Dairy Products,60,0,3
10382,4,13-12-2013,94.77,Ernst Handel,Sales Manager,Graz,Austria,Margaret Peacock,Sales Representative,8,Speedy Express,Longlife Tofu,5 kg pkg.,8,0,Produce,50,0,3
10383,8,16-12-2013,34.24,Around the Horn,Sales Representative,London,UK,Laura Callahan,Sales Manager,2,Federal Shipping,Konbu,2 kg box,4.8,0,Seafood,20,0,2
10383,8,16-12-2013,34.24,Around the Horn,Sales Representative,London,UK,Laura Callahan,Sales Manager,2,Federal Shipping,Valkoinen suklaa,12 - 100 g bars,13,0,Confections,15,0,2
10383,8,16-12-2013,34.24,Around the Horn,Sales Representative,London,UK,Laura Callahan,Sales Manager,2,Federal Shipping,Gnocchi di nonna Alice,24 - 250 g pkgs.,30.4,0,Grains & Cereals,20,0,2
10384,3,16-12-2013,168.64,Berglunds snabbköp,Order Administrator,Luleå,Sweden,Janet Leverling,Sales Representative,8,Federal Shipping,Sir Rodney's Marmalade,30 gift boxes,64.8,0,Confections,28,0,4
10384,3,16-12-2013,168.64,Berglunds snabbköp,Order Administrator,Luleå,Sweden,Janet Leverling,Sales Representative,8,Federal Shipping,Camembert Pierrot,15 - 300 g rounds,27.2,0,Dairy Products,15,0,4
10385,1,17-12-2013,30.96,Split Rail Beer & Ale,Sales Manager,Lander,USA,Nancy Davolio,Sales Representative,8,United Package,Uncle Bob's Organic Dried Pears,12 - 1 lb pkgs.,24,0,Produce,10,0.2,6
10385,1,17-12-2013,30.96,Split Rail Beer & Ale,Sales Manager,Lander,USA,Nancy Davolio,Sales Representative,8,United Package,Camembert Pierrot,15 - 300 g rounds,27.2,0,Dairy Products,20,0.2,6
10385,1,17-12-2013,30.96,Split Rail Beer & Ale,Sales Manager,Lander,USA,Nancy Davolio,Sales Representative,8,United Package,Scottish Longbreads,10 boxes x 8 pieces,10,0,Confections,8,0.2,6
10386,9,18-12-2013,13.99,Familia Arquibaldo,Marketing Assistant,Sao Paulo,Brazil,Anne Dodsworth,Sales Representative,5,Federal Shipping,Guarana Fantastica,12 - 355 ml cans,3.6,1,Beverages,15,0,7
10386,9,18-12-2013,13.99,Familia Arquibaldo,Marketing Assistant,Sao Paulo,Brazil,Anne Dodsworth,Sales Representative,5,Federal Shipping,Sasquatch Ale,24 - 12 oz bottles,11.2,0,Beverages,10,0,7
10387,1,18-12-2013,93.63,Santé Gourmet,Owner,Stavern,Norway,Nancy Davolio,Sales Representative,8,United Package,Guarana Fantastica,12 - 355 ml cans,3.6,1,Beverages,15,0,2
10387,1,18-12-2013,93.63,Santé Gourmet,Owner,Stavern,Norway,Nancy Davolio,Sales Representative,8,United Package,Rössle Sauerkraut,25 - 825 g cans,36.4,1,Produce,6,0,2
10387,1,18-12-2013,93.63,Santé Gourmet,Owner,Stavern,Norway,Nancy Davolio,Sales Representative,8,United Package,Raclette Courdavault,5 kg pkg.,44,0,Dairy Products,12,0,2
10387,1,18-12-2013,93.63,Santé Gourmet,Owner,Stavern,Norway,Nancy Davolio,Sales Representative,8,United Package,Flotemysost,10 - 500 g pkgs.,17.2,0,Dairy Products,15,0,2
10388,2,19-12-2013,34.86,Seven Seas Imports,Sales Manager,London,UK,Andrew Fuller,Vice President Sales,,Speedy Express,Rogede sild,1k pkg.,7.6,0,Seafood,15,0.2,1
10388,2,19-12-2013,34.86,Seven Seas Imports,Sales Manager,London,UK,Andrew Fuller,Vice President Sales,,Speedy Express,Filo Mix,16 - 2 kg boxes,5.6,0,Grains & Cereals,20,0.2,1
10388,2,19-12-2013,34.86,Seven Seas Imports,Sales Manager,London,UK,Andrew Fuller,Vice President Sales,,Speedy Express,Perth Pasties,48 pieces,26.2,1,Meat & Poultry,40,0,1
10389,4,20-12-2013,47.42,Bottom-Dollar Markets,Accounting Manager,Tsawassen,Canada,Margaret Peacock,Sales Representative,8,United Package,Ikura,12 - 200 ml jars,24.8,0,Seafood,16,0,4
10389,4,20-12-2013,47.42,Bottom-Dollar Markets,Accounting Manager,Tsawassen,Canada,Margaret Peacock,Sales Representative,8,United Package,Pâté chinois,24 boxes x 2 pies,19.2,0,Meat & Poultry,15,0,4
10389,4,20-12-2013,47.42,Bottom-Dollar Markets,Accounting Manager,Tsawassen,Canada,Margaret Peacock,Sales Representative,8,United Package,Tarte au sucre,48 pies,39.4,0,Confections,20,0,4
10389,4,20-12-2013,47.42,Bottom-Dollar Markets,Accounting Manager,Tsawassen,Canada,Margaret Peacock,Sales Representative,8,United Package,Outback Lager,24 - 355 ml bottles,12,0,Beverages,30,0,4
10390,6,23-12-2013,126.38,Ernst Handel,Sales Manager,Graz,Austria,Michael Suyama,Sales Representative,5,Speedy Express,Gorgonzola Telino,12 - 100 g pkgs,10,0,Dairy Products,60,0.1,3
10390,6,23-12-2013,126.38,Ernst Handel,Sales Manager,Graz,Austria,Michael Suyama,Sales Representative,5,Speedy Express,Steeleye Stout,24 - 12 oz bottles,14.4,0,Beverages,40,0.1,3
10390,6,23-12-2013,126.38,Ernst Handel,Sales Manager,Graz,Austria,Michael Suyama,Sales Representative,5,Speedy Express,Spegesild,4 - 450 g glasses,9.6,0,Seafood,45,0,3
10390,6,23-12-2013,126.38,Ernst Handel,Sales Manager,Graz,Austria,Michael Suyama,Sales Representative,5,Speedy Express,Mozzarella di Giovanni,24 - 200 g pkgs.,27.8,0,Dairy Products,24,0.1,3
10391,3,23-12-2013,5.45,Drachenblut Delikatessen,Order Administrator,Aachen,Germany,Janet Leverling,Sales Representative,8,Federal Shipping,Konbu,2 kg box,4.8,0,Seafood,18,0,8
10392,2,24-12-2013,122.46,Piccolo und mehr,Sales Manager,Salzburg,Austria,Andrew Fuller,Vice President Sales,,Federal Shipping,Gudbrandsdalsost,10 kg pkg.,28.8,0,Dairy Products,50,0,8
10393,1,25-12-2013,126.56,Save-a-lot Markets,Sales Representative,Boise,USA,Nancy Davolio,Sales Representative,8,Federal Shipping,Chang,24 - 12 oz bottles,15.2,0,Beverages,25,0.25,9
10393,1,25-12-2013,126.56,Save-a-lot Markets,Sales Representative,Boise,USA,Nancy Davolio,Sales Representative,8,Federal Shipping,Tofu,40 - 100 g pkgs.,18.6,0,Produce,42,0.25,9
10393,1,25-12-2013,126.56,Save-a-lot Markets,Sales Representative,Boise,USA,Nancy Davolio,Sales Representative,8,Federal Shipping,NuNuCa Nuß-Nougat-Creme,20 - 450 g glasses,11.2,0,Confections,7,0.25,9
10393,1,25-12-2013,126.56,Save-a-lot Markets,Sales Representative,Boise,USA,Nancy Davolio,Sales Representative,8,Federal Shipping,Gumbär Gummibärchen,100 - 250 g bags,24.9,0,Confections,70,0.25,9
10393,1,25-12-2013,126.56,Save-a-lot Markets,Sales Representative,Boise,USA,Nancy Davolio,Sales Representative,8,Federal Shipping,Gorgonzola Telino,12 - 100 g pkgs,10,0,Dairy Products,32,0,9
